Time,Dev1/ai0,Average
06:09.2,0.001905498,0.001785676
06:09.2,0.001261292,
06:09.2,0.000294984,
06:09.2,0.002549704,
06:09.2,0.001905498,
06:09.2,0.002227601,
06:09.2,0.002871807,
06:09.2,0.001905498,
06:09.2,0.000617087,
06:09.2,0.00093919,
06:09.3,0.001261292,
06:09.3,0.00319391,
06:09.3,-0.001315531,
06:09.3,0.002227601,
06:09.3,0.000294984,
06:09.3,0.002227601,
06:09.3,0.001905498,
06:09.3,0.001905498,
06:09.3,0.001583395,
06:09.3,0.001583395,
06:09.4,0.001583395,
06:09.4,0.001905498,
06:09.4,0.000617087,
06:09.4,0.001583395,
06:09.4,0.001583395,
06:09.4,0.001905498,
06:09.4,0.002549704,
06:09.4,0.00093919,
06:09.4,0.001583395,
06:09.4,0.002227601,
06:09.5,0.001905498,
06:09.5,0.00319391,
06:09.5,-0.000349222,
06:09.5,0.004482322,
06:09.5,0.002871807,
06:09.5,0.001905498,
06:09.5,0.002549704,
06:09.5,0.001261292,
06:09.5,0.001583395,
06:09.5,0.001583395,
06:09.6,0.002227601,
06:09.6,0.000617087,
06:09.6,0.000294984,
06:09.6,0.000617087,
06:09.6,0.001905498,
06:09.6,0.00319391,
06:09.6,0.00093919,
06:09.6,0.000617087,
06:09.6,0.002549704,
06:09.6,0.002227601,
06:09.7,0.001905498,
06:09.7,0.002549704,
06:09.7,0.001905498,
06:09.7,0.001905498,
06:09.7,0.002871807,
06:09.7,0.002549704,
06:09.7,0.001905498,
06:09.7,0.001261292,
06:09.7,0.00319391,
06:09.7,0.000294984,
06:09.8,0.002549704,
06:09.8,0.00093919,
06:09.8,0.000294984,
06:09.8,0.002227601,
06:09.8,0.003516013,
06:09.8,0.002227601,
06:09.8,0.001583395,
06:09.8,0.001583395,
06:09.8,0.001583395,
06:09.8,0.001905498,
06:09.9,0.001261292,
06:09.9,0.002227601,
06:09.9,0.001261292,
06:09.9,0.004804425,
06:09.9,0.001261292,
06:09.9,0.000617087,
06:09.9,0.001583395,
06:09.9,0.00319391,
06:09.9,0.001261292,
06:09.9,0.000294984,
06:10.0,0.00093919,
06:10.0,0.002227601,
06:10.0,0.001905498,
06:10.0,0.001261292,
06:10.0,0.002549704,
06:10.0,0.00093919,
06:10.0,0.001905498,
06:10.0,0.001261292,
06:10.0,0.001261292,
06:10.0,0.002549704,
06:10.1,0.00319391,
06:10.1,0.00093919,
06:10.1,0.001583395,
06:10.1,0.001583395,
06:10.1,0.00093919,
06:10.1,0.000294984,
06:10.1,0.001905498,
06:10.1,0.001261292,
06:10.1,0.002227601,
06:10.1,0.001583395,
06:10.2,0.002227601,
06:10.2,0.001905498,
06:10.2,0.00319391,
06:10.2,0.001583395,
06:10.2,0.000617087,
06:10.2,0.002549704,
06:10.2,0.002227601,
06:10.2,0.002549704,
06:10.2,0.004160219,
06:10.2,0.001261292,
06:10.3,0.000617087,
06:10.3,0.001905498,
06:10.3,0.001905498,
06:10.3,0.001583395,
06:10.3,0.002227601,
06:10.3,0.001583395,
06:10.3,0.001905498,
06:10.3,0.001583395,
06:10.3,0.003516013,
06:10.3,-0.000993428,
06:10.4,-0.000671325,
06:10.4,0.001905498,
06:10.4,0.00319391,
06:10.4,0.001905498,
06:10.4,0.00093919,
06:10.4,0.00319391,
06:10.4,0.001583395,
06:10.4,0.000617087,
06:10.4,0.001905498,
06:10.4,0.00093919,
06:10.5,0.002227601,
06:10.5,0.001583395,
06:10.5,-0.000671325,
06:10.5,0.001261292,
06:10.5,0.002227601,
06:10.5,0.001583395,
06:10.5,0.002871807,
06:10.5,0.002549704,
06:10.5,0.001261292,
06:10.5,0.00093919,
06:10.6,0.00093919,
06:10.6,0.001583395,
06:10.6,0.001583395,
06:10.6,0.002549704,
06:10.6,0.001905498,
06:10.6,0.002549704,
06:10.6,0.001905498,
06:10.6,0.001261292,
06:10.6,0.001261292,
06:10.6,0.001583395,
06:10.7,0.001583395,
06:10.7,0.001583395,
06:10.7,0.000617087,
06:10.7,-0.001959737,
06:10.7,0.000617087,
06:10.7,0.001583395,
06:10.7,0.001905498,
06:10.7,0.001905498,
06:10.7,0.001905498,
06:10.7,0.002871807,
06:10.8,0.001583395,
06:10.8,-0.000349222,
06:10.8,0.001583395,
06:10.8,0.002549704,
06:10.8,0.001905498,
06:10.8,0.003838116,
06:10.8,-0.000671325,
06:10.8,-2.71E-05,
06:10.8,0.004804425,
06:10.8,0.001905498,
06:10.9,0.001905498,
06:10.9,0.001583395,
06:10.9,0.00093919,
06:10.9,0.001905498,
06:10.9,0.001261292,
06:10.9,0.002227601,
06:10.9,0.002227601,
06:10.9,0.001583395,
06:10.9,0.00093919,
06:10.9,0.004160219,
06:11.0,0.00093919,
06:11.0,-2.71E-05,
06:11.0,0.003516013,
06:11.0,0.001261292,
06:11.0,0.002549704,
06:11.0,0.002871807,
06:11.0,0.001905498,
06:11.0,0.001583395,
06:11.0,0.002549704,
06:11.0,0.002549704,
06:11.1,0.00093919,
06:11.1,0.001583395,
06:11.1,0.000617087,
06:11.1,0.001261292,
06:11.1,0.001583395,
06:11.1,0.001261292,
06:11.1,0.00319391,
06:11.1,0.001261292,
06:11.1,0.004804425,
06:11.1,0.002549704,
06:11.2,0.002549704,
06:11.2,0.001905498,
06:11.2,0.001905498,
06:11.2,0.001583395,
06:11.2,0.002227601,
06:11.2,0.002871807,
06:11.2,0.001905498,
06:11.2,0.001583395,
06:11.2,0.001905498,
06:11.2,0.000294984,
06:11.3,0.003516013,
06:11.3,0.001905498,
06:11.3,0.000294984,
06:11.3,0.001583395,
06:11.3,0.00093919,
06:11.3,0.001261292,
06:11.3,0.000294984,
06:11.3,0.002227601,
06:11.3,0.003516013,
06:11.3,0.001583395,
06:11.4,0.001583395,
06:11.4,0.001261292,
06:11.4,0.000294984,
06:11.4,0.002549704,
06:11.4,0.001905498,
06:11.4,0.001583395,
06:11.4,0.002871807,
06:11.4,0.001583395,
06:11.4,0.000617087,
06:11.4,0.00093919,
06:11.5,0.002227601,
06:11.5,0.002227601,
06:11.5,0.001905498,
06:11.5,0.002871807,
06:11.5,0.002227601,
06:11.5,0.002549704,
06:11.5,0.002227601,
06:11.5,0.001583395,
06:11.5,0.001261292,
06:11.5,0.001261292,
06:11.6,0.001583395,
06:11.6,0.004160219,
06:11.6,-0.000349222,
06:11.6,0.001261292,
06:11.6,0.001583395,
06:11.6,0.003516013,
06:11.6,0.002549704,
06:11.6,0.002227601,
06:11.6,0.001261292,
06:11.6,0.001905498,
06:11.7,0.001583395,
06:11.7,0.000617087,
06:11.7,0.001583395,
06:11.7,0.001905498,
06:11.7,0.001261292,
06:11.7,0.004482322,
06:11.7,0.001905498,
06:11.7,0.003838116,
06:11.7,0.001905498,
06:11.7,0.001905498,
06:11.8,0.001261292,
06:11.8,0.001905498,
06:11.8,0.002871807,
06:11.8,0.002227601,
06:11.8,0.001905498,
06:11.8,0.001905498,
06:11.8,0.001905498,
06:11.8,0.00319391,
06:11.8,0.002549704,
06:11.8,0.002227601,
06:11.9,0.001261292,
06:11.9,0.001905498,
06:11.9,0.002871807,
06:11.9,0.001583395,
06:11.9,0.002227601,
06:11.9,0.002227601,
06:11.9,0.000617087,
06:11.9,0.00093919,
06:11.9,0.001905498,
06:11.9,0.001261292,
06:12.0,0.001261292,
06:12.0,0.000617087,
06:12.0,0.00093919,
