Time,Dev1/ai0,Average
25:38.4,0.00319391,0.002484126
25:38.4,0.002227601,
25:38.4,0.002871807,
25:38.4,0.00319391,
25:38.4,0.002549704,
25:38.4,0.002871807,
25:38.4,0.00319391,
25:38.4,0.002871807,
25:38.4,0.001905498,
25:38.5,0.002227601,
25:38.5,0.002549704,
25:38.5,0.002871807,
25:38.5,0.002871807,
25:38.5,0.002227601,
25:38.5,0.002871807,
25:38.5,0.00319391,
25:38.5,0.002227601,
25:38.5,0.003516013,
25:38.5,0.002871807,
25:38.6,0.00319391,
25:38.6,0.002871807,
25:38.6,0.002227601,
25:38.6,0.002549704,
25:38.6,0.002227601,
25:38.6,0.001905498,
25:38.6,0.003516013,
25:38.6,0.000294984,
25:38.6,0.002549704,
25:38.6,0.002549704,
25:38.7,0.002549704,
25:38.7,0.002227601,
25:38.7,0.001905498,
25:38.7,0.001261292,
25:38.7,0.002227601,
25:38.7,0.00093919,
25:38.7,0.002549704,
25:38.7,0.002227601,
25:38.7,0.002871807,
25:38.7,0.002227601,
25:38.8,0.00319391,
25:38.8,0.002227601,
25:38.8,0.002227601,
25:38.8,0.00319391,
25:38.8,0.002549704,
25:38.8,0.002549704,
25:38.8,0.00319391,
25:38.8,0.00319391,
25:38.8,0.001583395,
25:38.8,0.002227601,
25:38.9,0.002871807,
25:38.9,0.002871807,
25:38.9,0.002871807,
25:38.9,0.002549704,
25:38.9,0.002549704,
25:38.9,0.00319391,
25:38.9,0.001583395,
25:38.9,0.002871807,
25:38.9,0.00319391,
25:38.9,0.002549704,
25:39.0,0.002871807,
25:39.0,0.00319391,
25:39.0,0.002871807,
25:39.0,0.002227601,
25:39.0,0.002227601,
25:39.0,0.001905498,
25:39.0,0.00319391,
25:39.0,0.002871807,
25:39.0,0.00319391,
25:39.0,0.002227601,
25:39.1,0.001583395,
25:39.1,0.002549704,
25:39.1,0.002871807,
25:39.1,0.00319391,
25:39.1,0.004160219,
25:39.1,0.003838116,
25:39.1,0.00319391,
25:39.1,0.003838116,
25:39.1,0.002871807,
25:39.1,0.002871807,
25:39.2,0.002549704,
25:39.2,0.00319391,
25:39.2,0.002871807,
25:39.2,0.002549704,
25:39.2,0.002549704,
25:39.2,0.00319391,
25:39.2,0.001905498,
25:39.2,0.00319391,
25:39.2,0.002549704,
25:39.2,0.002227601,
25:39.3,0.002549704,
25:39.3,0.002871807,
25:39.3,0.001261292,
25:39.3,0.001583395,
25:39.3,0.002227601,
25:39.3,0.001905498,
25:39.3,0.002227601,
25:39.3,0.002871807,
25:39.3,0.002871807,
25:39.3,0.001905498,
25:39.4,0.00319391,
25:39.4,0.002227601,
25:39.4,0.002227601,
25:39.4,0.002227601,
25:39.4,0.001261292,
25:39.4,0.001583395,
25:39.4,0.001261292,
25:39.4,0.001905498,
25:39.4,0.002871807,
25:39.4,0.001583395,
25:39.5,0.001905498,
25:39.5,0.00319391,
25:39.5,0.002871807,
25:39.5,0.00319391,
25:39.5,0.002871807,
25:39.5,0.001905498,
25:39.5,0.001583395,
25:39.5,0.002871807,
25:39.5,0.002227601,
25:39.5,0.002227601,
25:39.6,0.002227601,
25:39.6,0.00319391,
25:39.6,0.002871807,
25:39.6,0.002871807,
25:39.6,0.002871807,
25:39.6,0.002871807,
25:39.6,0.001905498,
25:39.6,0.001261292,
25:39.6,0.002549704,
25:39.6,0.001583395,
25:39.7,0.002549704,
25:39.7,0.001583395,
25:39.7,0.002871807,
25:39.7,0.001905498,
25:39.7,0.001905498,
25:39.7,0.001905498,
25:39.7,0.002871807,
25:39.7,0.002549704,
25:39.7,0.001261292,
25:39.7,0.002227601,
25:39.8,0.001905498,
25:39.8,0.002871807,
25:39.8,0.003516013,
25:39.8,0.002227601,
25:39.8,0.002227601,
25:39.8,0.00319391,
25:39.8,0.003516013,
25:39.8,0.001905498,
25:39.8,0.002227601,
25:39.8,0.002549704,
25:39.9,0.002549704,
25:39.9,0.00319391,
25:39.9,0.000294984,
25:39.9,0.001261292,
25:39.9,0.003838116,
25:39.9,0.002549704,
25:39.9,0.001583395,
25:39.9,0.001583395,
25:39.9,0.00319391,
25:39.9,0.00319391,
25:40.0,0.002227601,
25:40.0,0.00319391,
25:40.0,0.003516013,
25:40.0,0.002549704,
25:40.0,0.002871807,
25:40.0,0.002549704,
25:40.0,0.002549704,
25:40.0,0.002871807,
25:40.0,0.002871807,
25:40.0,0.002227601,
25:40.1,0.002227601,
25:40.1,0.002227601,
25:40.1,0.002227601,
25:40.1,0.002871807,
25:40.1,0.003516013,
25:40.1,0.001583395,
25:40.1,0.001905498,
25:40.1,0.001905498,
25:40.1,0.002549704,
