Time,Dev1/ai0,Average
43:30.4,0.001261292,0.00179083
43:30.4,0.001905498,
43:30.4,0.001583395,
43:30.4,0.002227601,
43:30.4,0.001905498,
43:30.4,0.001905498,
43:30.4,0.001583395,
43:30.4,0.001905498,
43:30.4,0.001261292,
43:30.4,-2.71E-05,
43:30.5,0.001583395,
43:30.5,0.002227601,
43:30.5,0.002227601,
43:30.5,0.00544863,
43:30.5,0.002227601,
43:30.5,0.001261292,
43:30.5,0.001905498,
43:30.5,0.001905498,
43:30.5,0.001261292,
43:30.5,0.001261292,
43:30.6,0.00093919,
43:30.6,0.001261292,
43:30.6,0.001905498,
43:30.6,0.001583395,
43:30.6,0.001905498,
43:30.6,0.002871807,
43:30.6,0.001583395,
43:30.6,0.002871807,
43:30.6,0.002549704,
43:30.6,0.000617087,
43:30.7,0.001905498,
43:30.7,0.002227601,
43:30.7,0.002871807,
43:30.7,0.001905498,
43:30.7,0.002871807,
43:30.7,0.002227601,
43:30.7,0.00093919,
43:30.7,0.001261292,
43:30.7,0.001905498,
43:30.7,0.001905498,
43:30.8,0.002227601,
43:30.8,0.002227601,
43:30.8,0.002227601,
43:30.8,0.002227601,
43:30.8,0.001583395,
43:30.8,0.001583395,
43:30.8,0.001905498,
43:30.8,0.001261292,
43:30.8,0.00093919,
43:30.8,0.001905498,
43:30.9,0.002227601,
43:30.9,0.002549704,
43:30.9,0.00093919,
43:30.9,0.001583395,
43:30.9,0.001261292,
43:30.9,0.001261292,
43:30.9,0.001583395,
43:30.9,0.001261292,
43:30.9,0.001261292,
43:30.9,0.001583395,
43:31.0,0.001261292,
43:31.0,0.001583395,
43:31.0,0.001905498,
43:31.0,0.001583395,
43:31.0,0.001583395,
43:31.0,0.001905498,
43:31.0,0.002871807,
43:31.0,0.002227601,
43:31.0,0.001905498,
43:31.0,0.002227601,
43:31.1,0.001583395,
43:31.1,0.001583395,
43:31.1,0.001583395,
43:31.1,0.001583395,
43:31.1,0.00319391,
43:31.1,0.002227601,
43:31.1,0.001905498,
43:31.1,0.002549704,
43:31.1,0.002549704,
43:31.1,0.001583395,
43:31.2,0.001261292,
43:31.2,0.002549704,
43:31.2,0.001261292,
43:31.2,0.001905498,
43:31.2,0.001261292,
43:31.2,0.001261292,
43:31.2,0.001905498,
43:31.2,0.000294984,
43:31.2,0.001261292,
43:31.2,0.001905498,
43:31.3,0.001905498,
43:31.3,0.001583395,
43:31.3,0.001261292,
43:31.3,0.002227601,
