Time,Dev1/ai0,Average
47:54.6,0.006414939,0.005655651
47:54.6,0.004804425,
47:54.6,0.006092836,
47:54.7,0.004804425,
47:54.7,0.005770733,
47:54.7,0.00544863,
47:54.7,0.005126528,
47:54.7,0.004804425,
47:54.7,0.005770733,
47:54.7,0.006737042,
47:54.7,0.00544863,
47:54.7,0.00544863,
47:54.7,0.00544863,
47:54.8,0.006414939,
47:54.8,0.006414939,
47:54.8,0.006414939,
47:54.8,0.00544863,
47:54.8,0.005126528,
47:54.8,0.005126528,
47:54.8,0.007059145,
47:54.8,0.004804425,
47:54.8,0.00544863,
47:54.8,0.005770733,
47:54.9,0.004482322,
47:54.9,0.005770733,
47:54.9,0.005770733,
47:54.9,0.006414939,
47:54.9,0.003838116,
47:54.9,0.006414939,
47:54.9,0.006414939,
47:54.9,0.00544863,
47:54.9,0.006414939,
47:54.9,0.006092836,
47:55.0,0.005770733,
47:55.0,0.006092836,
47:55.0,0.006414939,
47:55.0,0.006092836,
47:55.0,0.005126528,
47:55.0,0.006092836,
47:55.0,0.005770733,
47:55.0,0.006414939,
47:55.0,0.006414939,
47:55.0,0.004804425,
47:55.1,0.00544863,
47:55.1,0.00544863,
47:55.1,0.006414939,
47:55.1,0.006414939,
47:55.1,0.005770733,
47:55.1,0.005770733,
47:55.1,0.005770733,
47:55.1,0.005770733,
47:55.1,0.006092836,
47:55.1,0.005770733,
47:55.2,0.005770733,
47:55.2,0.006737042,
47:55.2,0.005126528,
47:55.2,0.005126528,
47:55.2,0.006092836,
47:55.2,0.005126528,
47:55.2,0.005770733,
47:55.2,0.007059145,
47:55.2,0.004804425,
47:55.2,0.006092836,
47:55.3,0.006737042,
47:55.3,0.006092836,
47:55.3,0.004160219,
47:55.3,0.005126528,
47:55.3,0.006092836,
47:55.3,0.006092836,
47:55.3,0.005770733,
47:55.3,0.006414939,
47:55.3,0.005126528,
47:55.3,0.006414939,
47:55.4,0.00544863,
47:55.4,0.005126528,
47:55.4,0.005126528,
47:55.4,0.005770733,
47:55.4,0.005126528,
47:55.4,0.006414939,
47:55.4,0.005770733,
47:55.4,0.00544863,
47:55.4,0.005770733,
47:55.4,0.005770733,
47:55.5,0.004804425,
47:55.5,0.00544863,
47:55.5,0.00544863,
47:55.5,0.006092836,
47:55.5,0.004804425,
47:55.5,0.005126528,
47:55.5,0.006414939,
47:55.5,0.006092836,
47:55.5,0.004160219,
47:55.5,0.005770733,
47:55.6,0.00544863,
47:55.6,0.005126528,
47:55.6,0.00544863,
47:55.6,0.006092836,
47:55.6,0.004804425,
47:55.6,0.005770733,
47:55.6,0.005770733,
47:55.6,0.006414939,
47:55.6,0.004804425,
47:55.6,0.005770733,
47:55.7,0.004804425,
47:55.7,0.005770733,
47:55.7,0.004804425,
47:55.7,0.005770733,
47:55.7,0.006737042,
47:55.7,0.005770733,
47:55.7,0.006092836,
47:55.7,0.006737042,
47:55.7,0.005126528,
47:55.7,0.004482322,
47:55.8,0.005770733,
47:55.8,0.00544863,
47:55.8,0.005126528,
47:55.8,0.004804425,
47:55.8,0.006414939,
47:55.8,0.005770733,
47:55.8,0.006737042,
47:55.8,0.005770733,
47:55.8,0.007059145,
47:55.8,0.00544863,
47:55.9,0.006414939,
47:55.9,0.006414939,
47:55.9,0.006092836,
47:55.9,0.00544863,
47:55.9,0.005770733,
47:55.9,0.006737042,
47:55.9,0.00544863,
47:55.9,0.004804425,
47:55.9,0.006414939,
47:55.9,0.00544863,
47:56.0,0.005126528,
47:56.0,0.00544863,
47:56.0,0.004804425,
47:56.0,0.004804425,
47:56.0,0.007059145,
47:56.0,0.005126528,
47:56.0,0.00544863,
47:56.0,0.005126528,
47:56.0,0.005126528,
47:56.0,0.006737042,
47:56.1,0.005770733,
47:56.1,0.00544863,
47:56.1,0.00544863,
47:56.1,0.006092836,
47:56.1,0.005126528,
47:56.1,0.006414939,
47:56.1,0.005126528,
47:56.1,0.005770733,
47:56.1,0.006737042,
47:56.1,0.006737042,
47:56.2,0.004804425,
47:56.2,0.004804425,
47:56.2,0.00544863,
47:56.2,0.007059145,
47:56.2,0.004804425,
47:56.2,0.005126528,
47:56.2,0.00544863,
47:56.2,0.004160219,
47:56.2,0.005126528,
47:56.2,0.006092836,
47:56.3,0.006092836,
47:56.3,0.006414939,
47:56.3,0.004804425,
47:56.3,0.005126528,
47:56.3,0.00544863,
47:56.3,0.006092836,
47:56.3,0.00544863,
47:56.3,0.006737042,
47:56.3,0.006414939,
47:56.3,0.005126528,
47:56.4,0.005126528,
47:56.4,0.006737042,
47:56.4,0.006092836,
47:56.4,0.004482322,
47:56.4,0.005126528,
47:56.4,0.004804425,
47:56.4,0.004804425,
47:56.4,0.00544863,
47:56.4,0.005770733,
47:56.4,0.006737042,
47:56.5,0.004160219,
47:56.5,0.006092836,
47:56.5,0.005770733,
47:56.5,0.005770733,
47:56.5,0.005126528,
47:56.5,0.006092836,
47:56.5,0.004482322,
47:56.5,0.006092836,
47:56.5,0.00544863,
47:56.5,0.006737042,
47:56.6,0.004804425,
47:56.6,0.007381248,
47:56.6,0.004482322,
47:56.6,0.006092836,
47:56.6,0.006092836,
47:56.6,0.00544863,
47:56.6,0.006092836,
47:56.6,0.006414939,
47:56.6,0.005126528,
47:56.6,0.006414939,
47:56.7,0.005126528,
47:56.7,0.006092836,
47:56.7,0.00544863,
47:56.7,0.004804425,
47:56.7,0.00544863,
47:56.7,0.00544863,
47:56.7,0.005770733,
47:56.7,0.00544863,
47:56.7,0.006092836,
47:56.7,0.004804425,
47:56.8,0.004482322,
47:56.8,0.006414939,
47:56.8,0.006092836,
47:56.8,0.004482322,
47:56.8,0.005770733,
47:56.8,0.00544863,
47:56.8,0.004482322,
47:56.8,0.006092836,
47:56.8,0.00544863,
47:56.8,0.006414939,
47:56.9,0.00544863,
47:56.9,0.005126528,
47:56.9,0.006092836,
47:56.9,0.006414939,
47:56.9,0.005770733,
47:56.9,0.006092836,
47:56.9,0.007703351,
47:56.9,0.00544863,
47:56.9,0.004482322,
47:56.9,0.006414939,
47:57.0,0.004804425,
47:57.0,0.006414939,
47:57.0,0.005770733,
47:57.0,0.004804425,
47:57.0,0.004804425,
47:57.0,0.006092836,
47:57.0,0.004160219,
47:57.0,0.005770733,
47:57.0,0.005770733,
47:57.0,0.005126528,
47:57.1,0.005770733,
47:57.1,0.004160219,
47:57.1,0.005126528,
47:57.1,0.00544863,
47:57.1,0.005126528,
47:57.1,0.006414939,
47:57.1,0.005770733,
47:57.1,0.006092836,
47:57.1,0.004160219,
47:57.1,0.006737042,
47:57.2,0.004804425,
47:57.2,0.006737042,
47:57.2,0.00544863,
47:57.2,0.006092836,
47:57.2,0.006092836,
47:57.2,0.005126528,
47:57.2,0.005126528,
47:57.2,0.007059145,
47:57.2,0.005770733,
47:57.2,0.004482322,
47:57.3,0.008347557,
47:57.3,0.004160219,
47:57.3,0.005770733,
47:57.3,0.005770733,
47:57.3,0.004804425,
47:57.3,0.00544863,
47:57.3,0.005126528,
47:57.3,0.006414939,
47:57.3,0.004160219,
47:57.3,0.005770733,
47:57.4,0.003838116,
47:57.4,0.005126528,
47:57.4,0.00544863,
47:57.4,0.00544863,
47:57.4,0.006414939,
47:57.4,0.00544863,
47:57.4,0.006414939,
47:57.4,0.006414939,
47:57.4,0.006737042,
47:57.4,0.005126528,
47:57.5,0.005770733,
47:57.5,0.006737042,
47:57.5,0.005770733,
47:57.5,0.006414939,
47:57.5,0.006737042,
47:57.5,0.008025454,
47:57.5,0.005770733,
47:57.5,0.006414939,
47:57.5,0.006092836,
47:57.5,0.005126528,
47:57.6,0.006092836,
47:57.6,0.004482322,
47:57.6,0.006414939,
47:57.6,0.005126528,
47:57.6,0.005126528,
47:57.6,0.00544863,
47:57.6,0.005126528,
47:57.6,0.005770733,
47:57.6,0.004804425,
47:57.6,0.006737042,
47:57.7,0.006414939,
47:57.7,0.004160219,
47:57.7,0.006414939,
47:57.7,0.00544863,
47:57.7,0.006092836,
47:57.7,0.00544863,
47:57.7,0.007381248,
47:57.7,0.004482322,
47:57.7,0.00544863,
47:57.7,0.004804425,
47:57.8,0.005126528,
47:57.8,0.006414939,
47:57.8,0.007703351,
47:57.8,0.006414939,
47:57.8,0.005126528,
47:57.8,0.005126528,
47:57.8,0.004804425,
47:57.8,0.004804425,
47:57.8,0.00544863,
47:57.8,0.00544863,
47:57.9,0.006092836,
47:57.9,0.00544863,
47:57.9,0.004482322,
47:57.9,0.006414939,
47:57.9,0.006414939,
47:57.9,0.006092836,
47:57.9,0.005126528,
47:57.9,0.004804425,
47:57.9,0.005126528,
47:57.9,0.00544863,
47:58.0,0.005770733,
47:58.0,0.006414939,
47:58.0,0.006414939,
47:58.0,0.005126528,
47:58.0,0.006414939,
47:58.0,0.005770733,
47:58.0,0.005770733,
47:58.0,0.00544863,
47:58.0,0.005770733,
47:58.0,0.006737042,
47:58.1,0.00544863,
47:58.1,0.005770733,
47:58.1,0.004804425,
47:58.1,0.005770733,
47:58.1,0.004804425,
47:58.1,0.006092836,
47:58.1,0.005770733,
47:58.1,0.006092836,
47:58.1,0.005126528,
47:58.1,0.006414939,
47:58.2,0.006092836,
47:58.2,0.00544863,
47:58.2,0.006092836,
47:58.2,0.006737042,
47:58.2,0.005126528,
47:58.2,0.00544863,
47:58.2,0.006092836,
47:58.2,0.005126528,
47:58.2,0.006737042,
47:58.2,0.006092836,
47:58.3,0.005770733,
47:58.3,0.005126528,
47:58.3,0.006092836,
47:58.3,0.00544863,
47:58.3,0.00544863,
47:58.3,0.006092836,
47:58.3,0.005126528,
47:58.3,0.005770733,
47:58.3,0.005126528,
47:58.3,0.004482322,
47:58.4,0.004804425,
47:58.4,0.006092836,
47:58.4,0.004804425,
47:58.4,0.006737042,
47:58.4,0.006414939,
47:58.4,0.005126528,
47:58.4,0.006092836,
47:58.4,0.006092836,
47:58.4,0.004160219,
47:58.4,0.006092836,
47:58.5,0.006092836,
47:58.5,0.006092836,
47:58.5,0.00544863,
47:58.5,0.005770733,
47:58.5,0.004804425,
47:58.5,0.005126528,
47:58.5,0.004804425,
47:58.5,0.004804425,
47:58.5,0.005770733,
47:58.5,0.007059145,
47:58.6,0.005770733,
47:58.6,0.004804425,
47:58.6,0.004804425,
47:58.6,0.00544863,
47:58.6,0.005126528,
47:58.6,0.004482322,
47:58.6,0.00544863,
47:58.6,0.00544863,
47:58.6,0.005126528,
47:58.6,0.006737042,
47:58.7,0.005126528,
47:58.7,0.00544863,
47:58.7,0.00544863,
47:58.7,0.005126528,
47:58.7,0.00544863,
47:58.7,0.004804425,
47:58.7,0.004804425,
47:58.7,0.00544863,
47:58.7,0.005770733,
47:58.7,0.005126528,
47:58.8,0.00544863,
47:58.8,0.006414939,
47:58.8,0.005126528,
47:58.8,0.006414939,
47:58.8,0.004804425,
47:58.8,0.004804425,
47:58.8,0.00544863,
47:58.8,0.006092836,
47:58.8,0.00544863,
47:58.8,0.006414939,
47:58.9,0.006092836,
47:58.9,0.00544863,
47:58.9,0.005126528,
47:58.9,0.005770733,
47:58.9,0.004804425,
47:58.9,0.006092836,
47:58.9,0.006092836,
47:58.9,0.005126528,
47:58.9,0.005126528,
47:58.9,0.006414939,
47:59.0,0.004804425,
47:59.0,0.00544863,
47:59.0,0.005126528,
47:59.0,0.006737042,
47:59.0,0.004804425,
47:59.0,0.005770733,
47:59.0,0.005770733,
47:59.0,0.006092836,
47:59.0,0.00544863,
47:59.0,0.005126528,
47:59.1,0.006414939,
47:59.1,0.005770733,
47:59.1,0.00544863,
47:59.1,0.004482322,
