Time,Dev1/ai0,Average
54:14.8,0.002227601,0.001863066
54:14.8,0.002549704,
54:14.8,0.002549704,
54:14.8,0.001261292,
54:14.8,0.00093919,
54:14.8,0.002871807,
54:14.8,0.001583395,
54:14.8,0.002549704,
54:14.8,0.001583395,
54:14.8,0.001905498,
54:14.9,0.002227601,
54:14.9,0.001583395,
54:14.9,0.000617087,
54:14.9,0.001905498,
54:14.9,0.002227601,
54:14.9,0.002227601,
54:14.9,0.001905498,
54:14.9,0.003516013,
54:14.9,0.000294984,
54:14.9,0.001905498,
54:15.0,0.00319391,
54:15.0,0.000617087,
54:15.0,0.000617087,
54:15.0,0.001261292,
54:15.0,0.002227601,
54:15.0,0.002227601,
54:15.0,0.001905498,
54:15.0,0.003516013,
54:15.0,0.001583395,
54:15.0,0.001261292,
54:15.1,0.001583395,
54:15.1,0.002227601,
54:15.1,0.001583395,
54:15.1,0.001905498,
54:15.1,0.001261292,
54:15.1,0.002227601,
54:15.1,0.001583395,
54:15.1,0.003516013,
54:15.1,0.001261292,
54:15.1,0.001261292,
54:15.2,0.001583395,
54:15.2,0.001583395,
54:15.2,0.001583395,
54:15.2,0.001583395,
54:15.2,0.001905498,
54:15.2,0.001261292,
54:15.2,0.001905498,
54:15.2,0.001905498,
54:15.2,0.001583395,
54:15.2,0.001583395,
54:15.3,0.00093919,
54:15.3,0.001905498,
54:15.3,0.001905498,
54:15.3,0.000294984,
54:15.3,0.001905498,
54:15.3,0.002227601,
54:15.3,0.002549704,
54:15.3,0.001261292,
54:15.3,0.001905498,
54:15.3,0.002227601,
54:15.4,0.001261292,
54:15.4,0.00093919,
54:15.4,0.002871807,
54:15.4,0.001583395,
54:15.4,0.001261292,
54:15.4,0.001905498,
54:15.4,0.001905498,
54:15.4,0.001905498,
54:15.4,0.001583395,
54:15.4,0.001905498,
54:15.5,0.001583395,
54:15.5,0.002227601,
54:15.5,0.00093919,
54:15.5,0.001261292,
54:15.5,0.001583395,
54:15.5,0.00319391,
54:15.5,0.001261292,
54:15.5,0.001905498,
54:15.5,0.001583395,
54:15.5,0.001261292,
54:15.6,0.001905498,
54:15.6,0.002871807,
54:15.6,0.001905498,
54:15.6,0.001583395,
54:15.6,0.001905498,
54:15.6,0.001583395,
54:15.6,0.00093919,
54:15.6,0.002227601,
54:15.6,0.001261292,
54:15.6,0.001583395,
54:15.7,0.002227601,
54:15.7,0.001583395,
54:15.7,0.00093919,
54:15.7,0.001261292,
54:15.7,0.002549704,
54:15.7,0.002549704,
54:15.7,0.001583395,
54:15.7,0.001261292,
54:15.7,0.001905498,
54:15.7,0.002227601,
54:15.8,0.001905498,
54:15.8,0.002549704,
54:15.8,0.002227601,
54:15.8,0.002549704,
54:15.8,0.002549704,
54:15.8,0.001261292,
54:15.8,0.002549704,
54:15.8,0.000294984,
54:15.8,0.001261292,
54:15.8,0.001583395,
54:15.9,0.002871807,
54:15.9,0.002227601,
54:15.9,0.002549704,
54:15.9,0.002227601,
54:15.9,0.001261292,
54:15.9,0.001905498,
54:15.9,0.002227601,
54:15.9,0.00319391,
54:15.9,0.001261292,
54:15.9,0.002549704,
54:16.0,0.002227601,
54:16.0,0.002227601,
54:16.0,0.002227601,
54:16.0,0.002227601,
54:16.0,0.002227601,
54:16.0,0.001905498,
54:16.0,0.001583395,
54:16.0,0.002549704,
54:16.0,0.001583395,
54:16.0,0.002227601,
54:16.1,0.001583395,
54:16.1,0.002871807,
54:16.1,0.002227601,
54:16.1,0.001583395,
